NAME,SEMEL,ENGLISH_NAME,DISTRICT,NAPA,NATURAL_ZONE,MUNICIPAL_STANCE,METROPOLITAN,RELIGION,POPULATION,OTHER,JEWS,ARAB,FOUNDED,TZURA,IRGUN,CENTER,ALTITUDE,PLANNING,POLICE,YEAR,TAATIK
תל קציר,719,TEL QAZIR,2,22,221,6,,1,382,0.4,0.4,,1949,330,15,2581973451,-138,214,10004552,2017,Tel Qazir
תל שבע,1054,TEL SHEVA,6,62,623,99,342,2,19748,,,19.7,,270,,1867057304,312,652,10001937,2017,Tel Sheva
תל תאומים,1283,TEL TE'OMIM,2,23,231,7,,1,561,0.6,0.6,,1987,370,2,2468370542,-140,202,10004568,2017,Tel Te'omim 
תלם,3719,TELEM,7,77,,78,,1,391,0.4,0.4,,1982,320,9,2030460789,693,715,10003228,2017,Telem
תלמי אליהו,1051,TALME ELIYYAHU,6,62,622,38,,1,303,0.3,0.3,,1970,310,1,1455757108,136,651,10001893,2017,Talme Eliyyahu
תלמי אלעזר,2003,TALME EL'AZAR,3,32,324,14,,1,862,0.9,0.9,,1952,310,10,1981270578,27,351,10004261,2017,Talme El'azar
"תלמי ביל""ו",2050,TALME BILU,6,62,621,42,,1,485,0.5,0.5,,1953,310,7,1663259413,171,651,10001930,2017,Talme Bilu
תלמי יוסף,1237,TALME YOSEF,6,62,622,38,,1,321,0.3,0.3,,1982,310,10,1391756807,113,651,10001893,2017,Talme Yosef
תלמי יחיאל,727,TALME YEHI'EL,6,61,611,33,143,1,986,1,1,,1949,310,1,1776162904,52,616,10001821,2017,Talme Yehi'el
תלמי יפה,744,TALME YAFE,6,61,614,36,,1,827,0.8,0.8,,1950,320,6,1633861413,73,633,10001829,2017,Talme Yafe
תלמים,814,TELAMIM,6,61,612,50,,1,888,0.9,0.9,,1950,310,1,1689060812,95,634,10001813,2017,Telamim
תמרת,1244,TIMRAT,2,23,237,9,,1,1275,1.3,1.3,,1983,370,13,2214073433,240,254,10004411,2017,Timrat
תנובות,2002,TENUVOT,4,41,411,18,141,1,838,0.8,0.8,,1952,310,1,1966869020,39,412,15000060,2017,Tenuvot
תעוז,752,TA'OZ,1,11,112,26,444,1,598,0.6,0.6,,1950,310,2,1976963427,221,151,15000597,2017,Ta'oz
תעשיון בינימין*,1744, ,4,42,421,20,142,,,,,,,520,,1957967601,,417,10002133,2017,
תעשיון השרון,1741, ,4,41,411,18,141,,,,,,,520,,1927768692,,412,10002116,2017,
תעשיון חבל יבנה,1750, ,4,44,441,29,143,,,,,,,520,,1690063621,,456,10001836,2017,
תעשיון חצב*,1742, ,4,42,421,20,142,,,,,,,520,,1965566352,,417,10002168,2017,
תעשיון מבצע*,1754, ,6,61,611,33,143,,,,,,,520,,1767563096,,616,10001821,2017,
תעשיון מיתרים,1794, ,7,77,,78,,,,,,,,520,,2005458682,,715,10003228,2017,
תעשיון צריפין,1749, ,4,43,432,40,133,,,,,,,520,,1862665227,,425,10002228,2017,
תעשיון ראם*,1755, ,6,61,611,35,,,,,,,,520,,1799562950,,616,10001821,2017,
"תעשיון שח""ק",1792, ,7,71,,72,,,,,,,,520,,2169670881,,710,10003262,2017,
תעשיות גליל תחתון,1714, ,2,22,221,3,,,,,,,,520,,2436674342,,206,10004552,2017,
תפרח,709,TIFRAH,6,62,622,42,344,1,2236,2.2,2.2,,1949,191,,1693658163,162,651,10001893,2017,Tifrah
תקומה,665,TEQUMA,6,62,621,39,,1,677,0.7,0.7,,1949,310,2,1600359560,130,651,10001930,2017,Tequma
תקוע,3563,TEQOA,7,76,,76,445,1,3750,3.7,3.7,,1977,190,,2218961753,650,714,15000586,2017,Teqoa
תראבין א-צאנע (שבט),970,TARABIN AS-SANI,6,62,623,,,3,,,,,,460,,1830056400,,699,10001946,2017,Tarabin as-Sani'
תרבין א-צאנע (יישוב)*,1346,TARABIN AS-SANI,6,62,623,69,341,2,565,,,0.6,,450,,1752658369,229,624,10001946,2017,Tarabin As-Sani
תרום,778,TARUM,1,11,112,26,444,1,870,0.9,0.9,,1950,310,2,1983663227,287,151,15000597,2017,Tarum
